id,isbn,title,edition,author,image,price,url,courses/0/id,courses/0/code,courses/0/requirement,courses/0/meeting_sections/0/code,courses/0/meeting_sections/0/instructors/0,courses/1/id,courses/1/code,courses/1/requirement,courses/1/meeting_sections/0/code,courses/1/meeting_sections/0/instructors/0,courses/0/meeting_sections/1/code,courses/0/meeting_sections/1/instructors/0,courses/0/meeting_sections/2/code,courses/0/meeting_sections/3/code,courses/0/meeting_sections/3/instructors/0,courses/1/meeting_sections/1/code,courses/1/meeting_sections/1/instructors/0,courses/0/meeting_sections/2/instructors/0,courses/2/id,courses/2/code,courses/2/requirement,courses/2/meeting_sections/0/code,courses/2/meeting_sections/0/instructors/0,courses/3/id,courses/3/code,courses/3/requirement,courses/3/meeting_sections/0/code,courses/3/meeting_sections/0/instructors/0,courses/1/meeting_sections/2/code,courses/1/meeting_sections/2/instructors/0,courses/0/meeting_sections/4/code,courses/0/meeting_sections/4/instructors/0,courses/0/meeting_sections/5/code,courses/0/meeting_sections/5/instructors/0,courses/0/meeting_sections/6/code,courses/0/meeting_sections/6/instructors/0,courses/0/meeting_sections/7/code,courses/0/meeting_sections/7/instructors/0,courses/0/meeting_sections/8/code,courses/0/meeting_sections/8/instructors/0,courses/0/meeting_sections/9/code,courses/0/meeting_sections/9/instructors/0,courses/0/meeting_sections/10/code,courses/0/meeting_sections/10/instructors/0,courses/1/meeting_sections/3/code,courses/1/meeting_sections/3/instructors/0,courses/1/meeting_sections/4/code,courses/1/meeting_sections/4/instructors/0,courses/1/meeting_sections/5/code,courses/1/meeting_sections/5/instructors/0,courses/1/meeting_sections/6/code,courses/1/meeting_sections/6/instructors/0,courses/1/meeting_sections/7/code,courses/1/meeting_sections/7/instructors/0,courses/2/meeting_sections/1/code,courses/2/meeting_sections/1/instructors/0,courses/3/meeting_sections/1/code,courses/3/meeting_sections/1/instructors/0,courses/3/meeting_sections/2/code,courses/3/meeting_sections/2/instructors/0,courses/3/meeting_sections/3/code,courses/3/meeting_sections/3/instructors/0,courses/3/meeting_sections/4/code,courses/3/meeting_sections/4/instructors/0,courses/2/meeting_sections/2/code,courses/2/meeting_sections/2/instructors/0,courses/2/meeting_sections/3/code,courses/2/meeting_sections/3/instructors/0,courses/2/meeting_sections/4/code,courses/2/meeting_sections/4/instructors/0,courses/2/meeting_sections/5/code,courses/2/meeting_sections/5/instructors/0,courses/2/meeting_sections/6/code,courses/2/meeting_sections/6/instructors/0,courses/2/meeting_sections/7/code,courses/2/meeting_sections/7/instructors/0,courses/2/meeting_sections/8/code,courses/2/meeting_sections/8/instructors/0,courses/2/meeting_sections/9/code,courses/2/meeting_sections/10/code,courses/2/meeting_sections/10/instructors/0,courses/4/id,courses/4/code,courses/4/requirement,courses/4/meeting_sections/0/code,courses/4/meeting_sections/0/instructors/0,courses/5/id,courses/5/code,courses/5/requirement,courses/5/meeting_sections/0/code,courses/5/meeting_sections/0/instructors/0,courses/5/meeting_sections/1/code,courses/5/meeting_sections/1/instructors/0,courses/5/meeting_sections/2/code,courses/5/meeting_sections/2/instructors/0,courses/5/meeting_sections/3/code,courses/5/meeting_sections/3/instructors/0,courses/5/meeting_sections/4/code,courses/5/meeting_sections/4/instructors/0,courses/6/id,courses/6/code,courses/6/requirement,courses/6/meeting_sections/0/code,courses/6/meeting_sections/0/instructors/0,courses/7/id,courses/7/code,courses/7/requirement,courses/7/meeting_sections/0/code,courses/7/meeting_sections/0/instructors/0,courses/7/meeting_sections/1/code,courses/7/meeting_sections/1/instructors/0,courses/7/meeting_sections/2/code,courses/7/meeting_sections/2/instructors/0,courses/8/id,courses/8/code,courses/8/requirement,courses/8/meeting_sections/0/code,courses/8/meeting_sections/0/instructors/0,courses/9/id,courses/9/code,courses/9/requirement,courses/9/meeting_sections/0/code,courses/9/meeting_sections/0/instructors/0,courses/10/id,courses/10/code,courses/10/requirement,courses/10/meeting_sections/0/code,courses/10/meeting_sections/0/instructors/0,courses/10/meeting_sections/1/code,courses/10/meeting_sections/1/instructors/0,courses/10/meeting_sections/2/code,courses/10/meeting_sections/2/instructors/0,courses/11/id,courses/11/code,courses/11/requirement,courses/11/meeting_sections/0/code,courses/11/meeting_sections/0/instructors/0,courses/12/id,courses/12/code,courses/12/requirement,courses/12/meeting_sections/0/code,courses/12/meeting_sections/0/instructors/0,courses/0/meeting_sections/11/code,courses/0/meeting_sections/11/instructors/0,courses/0/meeting_sections/12/code,courses/0/meeting_sections/12/instructors/0,courses/0/meeting_sections/13/code,courses/0/meeting_sections/14/code,courses/0/meeting_sections/14/instructors/0,courses/0/meeting_sections/15/code,courses/0/meeting_sections/15/instructors/0,courses/0/meeting_sections/16/code,courses/0/meeting_sections/16/instructors/0
13628109,9781554889792,Chinese In Toronto From 1878,1,"Chan, Arlene",http://uoftbookstore.com/cover_image.asp?Key=9781554889792&Size=L&p=1,33.55,http://uoftbookstore.com/buy_book_detail.asp?pf_id=13628109,CDN390H1F20189,CDN390H1F,required,L0101,M Lisa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13628246,9780141392233,Duchess Of Malfi,1,Webster,http://uoftbookstore.com/cover_image.asp?Key=9780141392233&Size=L&p=1,17.15,http://uoftbookstore.com/buy_book_detail.asp?pf_id=13628246,ENGC26H3F20189,ENGC26H3F,required,L01,W Laura Jane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13631215,9780143107309,Narrative Of The Life Of Frederick Douglass,1,Douglass,http://uoftbookstore.com/cover_image.asp?Key=9780143107309&Size=L&p=1,14,http://uoftbookstore.com/buy_book_detail.asp?pf_id=13631215,ENG250H1F20189,ENG250H1F,required,L0101,A Alan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13631406,9780143107323,Adventures Of Huckleberry Finn,1,"Twain, Mark",http://uoftbookstore.com/cover_image.asp?Key=9780143107323&Size=L&p=1,9.35,http://uoftbookstore.com/buy_book_detail.asp?pf_id=13631406,ENG250H1F20189,ENG250H1F,required,L0101,A Alan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13632069,9780385468862,Obasan,1,Kogawa,http://uoftbookstore.com/cover_image.asp?Key=9780385468862&Size=L&p=1,14.6,http://uoftbookstore.com/buy_book_detail.asp?pf_id=13632069,WDW102Y1Y20189,WDW102Y1Y,required,L0101,S Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13636951,9780871408907,Story Of The Iliad: A Dramatic Retelling Of Homer's Epic And The Last...,1,"Armitage, Simon",http://uoftbookstore.com/cover_image.asp?Key=9780871408907&Size=L&p=1,18.35,http://uoftbookstore.com/buy_book_detail.asp?pf_id=13636951,CCR199H1FL014120189,CCR199H1FL0141,required,1,B J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13638238,9781259454240,Bovaird/Mgta01 Custom Ebook,1,Cei (Mcgraw),http://uoftbookstore.com/cover_image.asp?Key=9781259454240&Size=L&p=1,64.95,http://uoftbookstore.com/buy_book_detail.asp?pf_id=13638238,MGTA01H3F20189,MGTA01H3F,alternate,L01,B Chris,,,,,,L02,B Chris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13662929,9780521717403,English Phonetics And Phonology: Practical Course+ Audio 2Cds,4,"Roach, Peter",http://uoftbookstore.com/cover_image.asp?Key=9780521717403&Size=L&p=1,53.5,http://uoftbookstore.com/buy_book_detail.asp?pf_id=13662929,LIN325H5F20189,LIN325H5F,required,L0101,C Ivan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13665616,9780393332469,Sinbad And Other Stories From The Arabian Nights,1,Haddawy (Trans),http://uoftbookstore.com/cover_image.asp?Key=9780393332469&Size=L&p=1,24.2,http://uoftbookstore.com/buy_book_detail.asp?pf_id=13665616,NMC256H1F20189,NMC256H1F,required,L0101,M Jeanne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13666057,9781305500891,Global Business 4E,4,Peng,http://uoftbookstore.com/cover_image.asp?Key=9781305500891&Size=L&p=1,213.3,http://uoftbookstore.com/buy_book_detail.asp?pf_id=13666057,RSM490H1F20189,RSM490H1F,required,L0201,K Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13666699,9781305270107,Introductory Econometrics 6/E,6,Wooldridge /E,http://uoftbookstore.com/cover_image.asp?Key=9781305270107&Size=L&p=1,199.95,http://uoftbookstore.com/buy_book_detail.asp?pf_id=13666699,ECO2408HF20189,ECO2408HF,required,L0101,B Martin,ECO375H1F20189,ECO375H1F,required,L0101,B Jonathan,,,,,,L0201,B Jonathan,,ECO375H5F20189,ECO375H5F,required,L0101,S Eduardo Augusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L0201,P David,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13667696,9780176570293,Managing Performance Through Training & Development 7E,7,Saks,http://uoftbookstore.com/cover_image.asp?Key=9780176570293&Size=L&p=1,126.9,http://uoftbookstore.com/buy_book_detail.asp?pf_id=13667696,MGM466H5F20189,MGM466H5F,required,L0101,R Phanikiran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13668402,9781442634336,Readings In Medieval History V1 5/E,5,Geary V 5/E,http://uoftbookstore.com/cover_image.asp?Key=9781442634336&Size=L&p=1,52.45,http://uoftbookstore.com/buy_book_detail.asp?pf_id=13668402,HIS321H1F20189,HIS321H1F,required,L0101,E Nicholas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13668471,9780134097855,Organizational Behavior (Seventh Canadian Ed),1,Langton,http://uoftbookstore.com/cover_image.asp?Key=9780134097855&Size=L&p=1,168.95,http://uoftbookstore.com/buy_book_detail.asp?pf_id=13668471,CCT324H5F20189,CCT324H5F,required,L0101,T Olga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13668730,9780415601993,Introducing Language & Intercultural Communication,1,Jackson,http://uoftbookstore.com/cover_image.asp?Key=9780415601993&Size=L&p=1,81.1,http://uoftbookstore.com/buy_book_detail.asp?pf_id=13668730,LIN486H5F20189,LIN486H5F,required,L0101,R Katherine,LTL486H5F20189,LTL486H5F,required,L0101,R Katherine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13671587,9780190201081,Political Philosophy 3E,3,Cahn,http://uoftbookstore.com/cover_image.asp?Key=9780190201081&Size=L&p=1,81.45,http://uoftbookstore.com/buy_book_detail.asp?pf_id=13671587,PHL265H5F20189,PHL265H5F,required,L0101,T Sergio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13671600,9780812967128,Day Of The Triffids,1,Wyndham,http://uoftbookstore.com/cover_image.asp?Key=9780812967128&Size=L&p=1,19.85,http://uoftbookstore.com/buy_book_detail.asp?pf_id=13671600,ENGB37H3F20189,ENGB37H3F,required,L01,B Christine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13672195,9780071339575,Corporate Finance 7E Text Alone,7,Ross  Text Alone,http://uoftbookstore.com/cover_image.asp?Key=9780071339575&Size=L&p=1,198.55,http://uoftbookstore.com/buy_book_detail.asp?pf_id=13672195,MGFB10H3F20189,MGFB10H3F,recommended,L01,K Mariana,MGFC10H3F20189,MGFC10H3F,required,L01,H Michael Nicolas,L02,K Mariana,L03,,,L02,H Michael Nicolas,K Mariana,,,,,,,,,,,L30,H Michael Nicolas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13673420,9780786881857,Don't Sweat The Small Stuff,1,Carlson,http://uoftbookstore.com/cover_image.asp?Key=9780786881857&Size=L&p=1,15.2,http://uoftbookstore.com/buy_book_detail.asp?pf_id=13673420,MGTA36H3F20189,MGTA36H3F,required,L01,H James,,,,,,L02,H James,L03,L30,H James,,,H James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13673468,9781443409094,Book Of Negroes,1,"Hill, Lawrence",http://uoftbookstore.com/cover_image.asp?Key=9781443409094&Size=L&p=1,16.8,http://uoftbookstore.com/buy_book_detail.asp?pf_id=13673468,ENG356Y1Y20189,ENG356Y1Y,required,L5101,C George Elliott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13676810,9780199009787,Social Research Methods 4/Ce,4,Bryman /Ce,http://uoftbookstore.com/cover_image.asp?Key=9780199009787&Size=L&p=1,111.15,http://uoftbookstore.com/buy_book_detail.asp?pf_id=13676810,ENV223H1F20189,ENV223H1F,required,L0101,A Christian,GGR277H5F20189,GGR277H5F,required,L0101,L Nicole,,,,,,,,,LIN418H5F20189,LIN418H5F,required,L0101,B Sophia,SOC221H5F20189,SOC221H5F,required,L0101,B Jayne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13677176,9780199013975,Social Movements 3/E,3,Staggenborg /E,http://uoftbookstore.com/cover_image.asp?Key=9780199013975&Size=L&p=1,83.95,http://uoftbookstore.com/buy_book_detail.asp?pf_id=13677176,POL344Y1Y20189,POL344Y1Y,required,L0101,B Sylvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13678821,9780143034841,Links,1,Farah,http://uoftbookstore.com/cover_image.asp?Key=9780143034841&Size=L&p=1,13.65,http://uoftbookstore.com/buy_book_detail.asp?pf_id=13678821,AFSC55H3F20189,AFSC55H3F,required,L01,R Stephen,HISC55H3F20189,HISC55H3F,required,L01,R Stephen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13679866,9780078023033,Plants & Society 7E,1,Levetin,http://uoftbookstore.com/cover_image.asp?Key=9780078023033&Size=L&p=1,228.55,http://uoftbookstore.com/buy_book_detail.asp?pf_id=13679866,EEB202H1F20189,EEB202H1F,recommended,L0101,R Shelby,,,,,,L2000,R Shelby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13681203,9780520271562,Copyeditor's Handbook,3,"Einsohn, Amy(Final Sale)",http://uoftbookstore.com/cover_image.asp?Key=9780520271562&Size=L&p=1,43.35,http://uoftbookstore.com/buy_book_detail.asp?pf_id=13681203,WRI365H5F20189,WRI365H5F,required,L0101,W Laurel,,,,,,L0102,W Laurel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13681661,9781259259876,Pkg Auditing: Int'l Approach W/Connect,7,Smieliauskas  Pkg,http://uoftbookstore.com/cover_image.asp?Key=9781259259876&Size=L&p=1,147.75,http://uoftbookstore.com/buy_book_detail.asp?pf_id=13681661,MGAC10H3F20189,MGAC10H3F,required,L01,H Lisa,MGT421H5F20189,MGT421H5F,required,L0101,T Peter,,,,,,L0102,T Peter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13682286,9780774830256,Points Of Entry,1,Satzewich,http://uoftbookstore.com/cover_image.asp?Key=9780774830256&Size=L&p=1,32.95,http://uoftbookstore.com/buy_book_detail.asp?pf_id=13682286,POL2167HF20189,POL2167HF,required,L0101,T Erin,POL467H1F20189,POL467H1F,required,L0101,T Erin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13683818,9781580441483,Mummings & Entertainments,1,Lydgate,http://uoftbookstore.com/cover_image.asp?Key=9781580441483&Size=L&p=1,22.55,http://uoftbookstore.com/buy_book_detail.asp?pf_id=13683818,ENG330H1F20189,ENG330H1F,required,L0101,S Matthew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13683931,9780520282940,Life Beside Itself: Imagining Care In The Canadian Arctic,1,"Stevenson, Lisa",http://uoftbookstore.com/cover_image.asp?Key=9780520282940&Size=L&p=1,39.85,http://uoftbookstore.com/buy_book_detail.asp?pf_id=13683931,ANT6003HF20189,ANT6003HF,required,L0101,B Janice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13685423,9781305657960,Contemporary Abstract Algebra 9E Txt,9,Gallian  Txt,http://uoftbookstore.com/cover_image.asp?Key=9781305657960&Size=L&p=1,197.5,http://uoftbookstore.com/buy_book_detail.asp?pf_id=13685423,MAT301H1F20189,MAT301H1F,alternate,L0101,E Payman,MATC01H3F20189,MATC01H3F,alternate,L01,C Sophie,L2001,E Payman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13685539,9781259649622,Managing The Canadian Business (Custom),1,Bovaird (Custom),http://uoftbookstore.com/cover_image.asp?Key=9781259649622&Size=L&p=1,84.95,http://uoftbookstore.com/buy_book_detail.asp?pf_id=13685539,MGTA02H3F20189,MGTA02H3F,required,L01,T Arif M.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13685560,9781259649639,Bovaird/Managing The Cdn Business Ebook,1,Cei (Mcgraw),http://uoftbookstore.com/cover_image.asp?Key=9781259649639&Size=L&p=1,55,http://uoftbookstore.com/buy_book_detail.asp?pf_id=13685560,MGTA02H3F20189,MGTA02H3F,alternate,L01,T Arif M.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13688363,9780195448801,"Your Country, My Country",1,"Bothwell, Robert",http://uoftbookstore.com/cover_image.asp?Key=9780195448801&Size=L&p=1,38.5,http://uoftbookstore.com/buy_book_detail.asp?pf_id=13688363,HIS311Y1Y20189,HIS311Y1Y,required,L0101,B Robert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13689155,9781443433471,Half-Blood Blues,1,"Edugyan, Esi",http://uoftbookstore.com/cover_image.asp?Key=9781443433471&Size=L&p=1,17.5,http://uoftbookstore.com/buy_book_detail.asp?pf_id=13689155,ENG356Y1Y20189,ENG356Y1Y,required,L5101,C George Elliott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13690519,9780231168014,Elements Of Academic Style,1,"Hayot, Eric",http://uoftbookstore.com/cover_image.asp?Key=9780231168014&Size=L&p=1,36.15,http://uoftbookstore.com/buy_book_detail.asp?pf_id=13690519,ENG8000HF20189,ENG8000HF,required,L0101,W Daniel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13695293,9780176580575,Industrial Relations In Canada 3E,3,Hebdon,http://uoftbookstore.com/cover_image.asp?Key=9780176580575&Size=L&p=1,130.25,http://uoftbookstore.com/buy_book_detail.asp?pf_id=13695293,IRE244H1F20189,IRE244H1F,required,L5101,R Frank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13695606,9780345806543,Go Tell It On The Mountain,1,Baldwin,http://uoftbookstore.com/cover_image.asp?Key=9780345806543&Size=L&p=1,10,http://uoftbookstore.com/buy_book_detail.asp?pf_id=13695606,ENG140Y5Y20189,ENG140Y5Y,required,L0101,S Raji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13696177,9781138887152,Politics Of Urban Cultural Policy,1,Grodach,http://uoftbookstore.com/cover_image.asp?Key=9781138887152&Size=L&p=1,71.85,http://uoftbookstore.com/buy_book_detail.asp?pf_id=13696177,SOCC26H3F20189,SOCC26H3F,required,L01,H John,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13697891,9781101911761,We Should All Be Feminists,1,Adichie,http://uoftbookstore.com/cover_image.asp?Key=9781101911761&Size=L&p=1,8.95,http://uoftbookstore.com/buy_book_detail.asp?pf_id=13697891,ANT335H5F20189,ANT335H5F,required,L0101,H Sarah Marleen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
