id,isbn,title,edition,author,image,price,url,courses/0/id,courses/0/code,courses/0/requirement,courses/0/meeting_sections/0/code,courses/0/meeting_sections/0/instructors/0,courses/1/id,courses/1/code,courses/1/requirement,courses/1/meeting_sections/0/code,courses/1/meeting_sections/0/instructors/0,courses/0/meeting_sections/1/code,courses/0/meeting_sections/1/instructors/0,courses/0/meeting_sections/2/code,courses/0/meeting_sections/3/code,courses/0/meeting_sections/3/instructors/0,courses/1/meeting_sections/1/code,courses/1/meeting_sections/1/instructors/0,courses/0/meeting_sections/2/instructors/0,courses/2/id,courses/2/code,courses/2/requirement,courses/2/meeting_sections/0/code,courses/2/meeting_sections/0/instructors/0,courses/3/id,courses/3/code,courses/3/requirement,courses/3/meeting_sections/0/code,courses/3/meeting_sections/0/instructors/0,courses/1/meeting_sections/2/code,courses/1/meeting_sections/2/instructors/0,courses/0/meeting_sections/4/code,courses/0/meeting_sections/4/instructors/0,courses/0/meeting_sections/5/code,courses/0/meeting_sections/5/instructors/0,courses/0/meeting_sections/6/code,courses/0/meeting_sections/6/instructors/0,courses/0/meeting_sections/7/code,courses/0/meeting_sections/7/instructors/0,courses/0/meeting_sections/8/code,courses/0/meeting_sections/8/instructors/0,courses/0/meeting_sections/9/code,courses/0/meeting_sections/9/instructors/0,courses/0/meeting_sections/10/code,courses/0/meeting_sections/10/instructors/0,courses/1/meeting_sections/3/code,courses/1/meeting_sections/3/instructors/0,courses/1/meeting_sections/4/code,courses/1/meeting_sections/4/instructors/0,courses/1/meeting_sections/5/code,courses/1/meeting_sections/5/instructors/0,courses/1/meeting_sections/6/code,courses/1/meeting_sections/6/instructors/0,courses/1/meeting_sections/7/code,courses/1/meeting_sections/7/instructors/0,courses/2/meeting_sections/1/code,courses/2/meeting_sections/1/instructors/0,courses/3/meeting_sections/1/code,courses/3/meeting_sections/1/instructors/0,courses/3/meeting_sections/2/code,courses/3/meeting_sections/2/instructors/0,courses/3/meeting_sections/3/code,courses/3/meeting_sections/3/instructors/0,courses/3/meeting_sections/4/code,courses/3/meeting_sections/4/instructors/0,courses/2/meeting_sections/2/code,courses/2/meeting_sections/2/instructors/0,courses/2/meeting_sections/3/code,courses/2/meeting_sections/3/instructors/0,courses/2/meeting_sections/4/code,courses/2/meeting_sections/4/instructors/0,courses/2/meeting_sections/5/code,courses/2/meeting_sections/5/instructors/0,courses/2/meeting_sections/6/code,courses/2/meeting_sections/6/instructors/0,courses/2/meeting_sections/7/code,courses/2/meeting_sections/7/instructors/0,courses/2/meeting_sections/8/code,courses/2/meeting_sections/8/instructors/0,courses/2/meeting_sections/9/code,courses/2/meeting_sections/10/code,courses/2/meeting_sections/10/instructors/0,courses/4/id,courses/4/code,courses/4/requirement,courses/4/meeting_sections/0/code,courses/4/meeting_sections/0/instructors/0,courses/5/id,courses/5/code,courses/5/requirement,courses/5/meeting_sections/0/code,courses/5/meeting_sections/0/instructors/0,courses/5/meeting_sections/1/code,courses/5/meeting_sections/1/instructors/0,courses/5/meeting_sections/2/code,courses/5/meeting_sections/2/instructors/0,courses/5/meeting_sections/3/code,courses/5/meeting_sections/3/instructors/0,courses/5/meeting_sections/4/code,courses/5/meeting_sections/4/instructors/0,courses/6/id,courses/6/code,courses/6/requirement,courses/6/meeting_sections/0/code,courses/6/meeting_sections/0/instructors/0,courses/7/id,courses/7/code,courses/7/requirement,courses/7/meeting_sections/0/code,courses/7/meeting_sections/0/instructors/0,courses/7/meeting_sections/1/code,courses/7/meeting_sections/1/instructors/0,courses/7/meeting_sections/2/code,courses/7/meeting_sections/2/instructors/0,courses/8/id,courses/8/code,courses/8/requirement,courses/8/meeting_sections/0/code,courses/8/meeting_sections/0/instructors/0,courses/9/id,courses/9/code,courses/9/requirement,courses/9/meeting_sections/0/code,courses/9/meeting_sections/0/instructors/0,courses/10/id,courses/10/code,courses/10/requirement,courses/10/meeting_sections/0/code,courses/10/meeting_sections/0/instructors/0,courses/10/meeting_sections/1/code,courses/10/meeting_sections/1/instructors/0,courses/10/meeting_sections/2/code,courses/10/meeting_sections/2/instructors/0,courses/11/id,courses/11/code,courses/11/requirement,courses/11/meeting_sections/0/code,courses/11/meeting_sections/0/instructors/0,courses/12/id,courses/12/code,courses/12/requirement,courses/12/meeting_sections/0/code,courses/12/meeting_sections/0/instructors/0,courses/0/meeting_sections/11/code,courses/0/meeting_sections/11/instructors/0,courses/0/meeting_sections/12/code,courses/0/meeting_sections/12/instructors/0,courses/0/meeting_sections/13/code,courses/0/meeting_sections/14/code,courses/0/meeting_sections/14/instructors/0,courses/0/meeting_sections/15/code,courses/0/meeting_sections/15/instructors/0,courses/0/meeting_sections/16/code,courses/0/meeting_sections/16/instructors/0
10551172,9780006485131,"Green Grass, Running Water",1,King,http://uoftbookstore.com/cover_image.asp?Key=9780006485131&Size=L&p=1,18.65,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10551172,ENG252Y5Y20189,ENG252Y5Y,required,L0101,J Daniela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10552216,9780070006577,Complex Analysis 3Rd,3,Ahlfors,http://uoftbookstore.com/cover_image.asp?Key=9780070006577&Size=L&p=1,342.95,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10552216,MAT354H1F20189,MAT354H1F,required,L0101,K Vitali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10555538,9780073014661,Applied Linear Regression Models 4E,4,Kutner  (Revised W/ Cd),http://uoftbookstore.com/cover_image.asp?Key=9780073014661&Size=L&p=1,133.3,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10555538,STAC67H3F20189,STAC67H3F,required,L01,H Caren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10556498,9780124179103,Elementary Linear Programming With Applications (Pod),2,Kolman & Beck  (Pod),http://uoftbookstore.com/cover_image.asp?Key=9780124179103&Size=L&p=1,159.55,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10556498,APM236H1F20189,APM236H1F,required,L0101,K Jonathan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10556597,9780130084514,Linear Algebra 4E,4,Friedberg,http://uoftbookstore.com/cover_image.asp?Key=9780130084514&Size=L&p=1,207.9,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10556597,MAT240H1F20189,MAT240H1F,required,L0101,M Eckhard,MAT247H5F20189,MAT247H5F,required,L0101,T Jaimal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10557372,9780130652652,Advanced Calculus,1,Folland,http://uoftbookstore.com/cover_image.asp?Key=9780130652652&Size=L&p=1,159.7,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10557372,MAT237Y1Y20189,MAT237Y1Y,required,L0101,K Erick Phillip,MAT257Y1Y20189,MAT257Y1Y,required,L0101,B Edward,L0201,E Travis,L5101,L5201,J Robert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10559451,9780131816299,Topology 2E (O/P),2,Munkres  (O/P),http://uoftbookstore.com/cover_image.asp?Key=9780131816299&Size=L&p=1,126.25,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10559451,MAT327H1F20189,MAT327H1F,alternate,L0101,B Dror,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10561393,9780140150926,Portable Machiavelli,1,Machiavelli,http://uoftbookstore.com/cover_image.asp?Key=9780140150926&Size=L&p=1,18.8,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10561393,POL200Y1Y20189,POL200Y1Y,required,L5101,C David,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10562116,9780140431957,Leviathan,1,Hobbes,http://uoftbookstore.com/cover_image.asp?Key=9780140431957&Size=L&p=1,13.35,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10562116,POL200Y1Y20189,POL200Y1Y,required,L5101,C David,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10562314,9780140434880,Typee (Intro: Bryant),1,Melville,http://uoftbookstore.com/cover_image.asp?Key=9780140434880&Size=L&p=1,18.35,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10562314,ENG435H5F20189,ENG435H5F,required,L0101,G MELISSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10562659,9780140440164,Hedda Gabler & Other Plays,1,Ibsen,http://uoftbookstore.com/cover_image.asp?Key=9780140440164&Size=L&p=1,13.5,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10562659,ENGC26H3F20189,ENGC26H3F,required,L01,W Laura Jane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10563519,9780140447590,Lais Of Marie De France New Ed,1,Defrance (Gantz),http://uoftbookstore.com/cover_image.asp?Key=9780140447590&Size=L&p=1,18.75,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10563519,TBB199Y1YL037120189,TBB199Y1YL0371,required,1,H A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10563854,9780140481341,Death Of A Salesman,1,Miller,http://uoftbookstore.com/cover_image.asp?Key=9780140481341&Size=L&p=1,16.35,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10563854,ENGC26H3F20189,ENGC26H3F,required,L01,W Laura Jane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10564158,9780141182636,Great Gatsby  20Th Century Classics,20,"Fitzgerald, F.S.",http://uoftbookstore.com/cover_image.asp?Key=9780141182636&Size=L&p=1,13.8,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10564158,ENG250H1F20189,ENG250H1F,required,L0101,A Alan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10564639,9780141439518,Pride And Prejudice (Ed: Jones),1,Austen,http://uoftbookstore.com/cover_image.asp?Key=9780141439518&Size=L&p=1,9.35,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10564639,ENGD18H3F20189,ENGD18H3F,required,L01,M Anne E.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10564691,9780141439594,Tess Of The D'urbervilles (Ed: Dolin),1,Hardy,http://uoftbookstore.com/cover_image.asp?Key=9780141439594&Size=L&p=1,12.6,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10564691,ENG324Y1Y20189,ENG324Y1Y,required,L5101,J Audrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10564813,9780141439747,Oliver Twist (W/Rev Chronology)(Ed: Horne),1,Dickens,http://uoftbookstore.com/cover_image.asp?Key=9780141439747&Size=L&p=1,9.8,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10564813,ENG324Y1Y20189,ENG324Y1Y,required,L5101,J Audrey,ENG4501HF20189,ENG4501HF,required,L0101,J Audrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10564851,9780141439785,Mayor Of Casterbridge (Ed: Wilson),1,Hardy,http://uoftbookstore.com/cover_image.asp?Key=9780141439785&Size=L&p=1,11.25,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10564851,ENG4501HF20189,ENG4501HF,required,L0101,J Audrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10564875,9780141439822,Robinson Crusoe (Ed: Richetti),1,Defoe,http://uoftbookstore.com/cover_image.asp?Key=9780141439822&Size=L&p=1,11.2,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10564875,ENG3066HF20189,ENG3066HF,required,L0101,H Alex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10564936,9780141441252,Vindication Of Rights Of Woman (Rev)(Intro: Brody),1,Wollstonecraft,http://uoftbookstore.com/cover_image.asp?Key=9780141441252&Size=L&p=1,14.65,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10564936,POLC79H3F20189,POLC79H3F,required,L01,S Torrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10565193,9780143039884,Eichmann In Jerusalem,1,"Arendt, Hannah",http://uoftbookstore.com/cover_image.asp?Key=9780143039884&Size=L&p=1,18.85,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10565193,ANT6027HF20189,ANT6027HF,required,L0101,K Chris,POL484Y5Y20189,POL484Y5Y,required,L0101,L Mark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10565476,9780156031578,Waves Annotated & W/Intro,1,Woolf,http://uoftbookstore.com/cover_image.asp?Key=9780156031578&Size=L&p=1,15.95,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10565476,ENG5130HF20189,ENG5130HF,required,L0101,U Maxwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10566077,9780176252076,Canadian Foreign Policy In A Changing World,1,Kirton,http://uoftbookstore.com/cover_image.asp?Key=9780176252076&Size=L&p=1,153.7,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10566077,POL312Y1Y20189,POL312Y1Y,required,L0101,K Michael,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10569290,9780195002768,Philosophy Of Right (Trans: Knox),1,Hegel,http://uoftbookstore.com/cover_image.asp?Key=9780195002768&Size=L&p=1,68.95,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10569290,POL320Y1Y20189,POL320Y1Y,required,L5101,L Andrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10569351,9780195050011,Everyday Stalinism,1,Fitzpatrick,http://uoftbookstore.com/cover_image.asp?Key=9780195050011&Size=L&p=1,26.35,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10569351,HIS1296HF20189,HIS1296HF,required,L0101,V Lynne,HIS490H1F20189,HIS490H1F,required,L0101,V Lynne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10569573,9780195089745,As The Romans Did,2,Shelton,http://uoftbookstore.com/cover_image.asp?Key=9780195089745&Size=L&p=1,99.95,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10569573,CLA231H1F20189,CLA231H1F,required,L0101,E Jeffrey A.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10569955,9780195123722,Econometric Theory And Methods,1,Davidson,http://uoftbookstore.com/cover_image.asp?Key=9780195123722&Size=L&p=1,180.65,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10569955,ECO2408HF20189,ECO2408HF,recommended,L0101,B Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10569993,9780195128956,Introduction To Game Theory,1,Osborne,http://uoftbookstore.com/cover_image.asp?Key=9780195128956&Size=L&p=1,153.85,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10569993,ECO326H5F20189,ECO326H5F,required,L0101,P Carolyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10571255,9780195424393,Paperback Oxford Canadian Dictionary,2,Oxford,http://uoftbookstore.com/cover_image.asp?Key=9780195424393&Size=L&p=1,25,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10571255,WRI365H5F20189,WRI365H5F,required,L0101,W Laurel,,,,,,L0102,W Laurel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10571613,9780198245971,Phenomenology Of Spirit,1,Hegel (Miller),http://uoftbookstore.com/cover_image.asp?Key=9780198245971&Size=L&p=1,25.5,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10571613,PHL316H1F20189,PHL316H1F,required,L0101,C Charles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10572191,9780198782650,Karl Marx Selected Writings,2,Mclellan,http://uoftbookstore.com/cover_image.asp?Key=9780198782650&Size=L&p=1,84.3,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10572191,POL320Y1Y20189,POL320Y1Y,required,L5101,L Andrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10572399,9780199254941,Free Will 2E,2,Watson,http://uoftbookstore.com/cover_image.asp?Key=9780199254941&Size=L&p=1,59.95,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10572399,PHL341H1F20189,PHL341H1F,required,L0101,S Michael,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10572733,9780201648652,Introduction To Parallel Computing 2E,2,Grama,http://uoftbookstore.com/cover_image.asp?Key=9780201648652&Size=L&p=1,159.55,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10572733,CSC398H5F20189,CSC398H5F,recommended,L0101,S Bogdan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10573372,9780226037318,Scientific Knowledge: A Sociological Analysis,1,"Barnes, B Et Al.",http://uoftbookstore.com/cover_image.asp?Key=9780226037318&Size=L&p=1,43.25,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10573372,HPS450H1F20189,HPS450H1F,required,L0101,B Joseph,HPS4601HF20189,HPS4601HF,required,L0101,B Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10573471,9780226211626,Rights Revolution,1,Epp,http://uoftbookstore.com/cover_image.asp?Key=9780226211626&Size=L&p=1,27.1,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10573471,POL2392HF20189,POL2392HF,recommended,L0201,,POL492H1F20189,POL492H1F,recommended,L0201,K FILIZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10573754,9780226450636,Lords Of The Fly,1,Kohler,http://uoftbookstore.com/cover_image.asp?Key=9780226450636&Size=L&p=1,53.85,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10573754,HPS1000HF20189,HPS1000HF,required,L0101,W Rebecca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10574157,9780226981581,Recovered Roots,1,Zerubavel,http://uoftbookstore.com/cover_image.asp?Key=9780226981581&Size=L&p=1,41.9,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10574157,POL345Y1Y20189,POL345Y1Y,required,L0101,A Emanuel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10574195,9780231071314,"Roman Civilization: Sel Rdg Vol I: Republic, Etc",3,Lewis,http://uoftbookstore.com/cover_image.asp?Key=9780231071314&Size=L&p=1,78.55,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10574195,CLA368H1F20189,CLA368H1F,required,L0101,D Drew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10574379,9780231135245,Classical Japanese Text,1,Shirane,http://uoftbookstore.com/cover_image.asp?Key=9780231135245&Size=L&p=1,84.05,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10574379,EAS363H1F20189,EAS363H1F,required,L0101,G Caitilin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
