id,code,name,short_name,campus,address/street,address/city,address/province,address/country,address/postal,lat,lng,polygon/0/0,polygon/0/1,polygon/1/0,polygon/1/1,polygon/2/0,polygon/2/1,polygon/3/0,polygon/3/1,polygon/4/0,polygon/4/1,polygon/5/0,polygon/5/1,polygon/6/0,polygon/6/1,polygon/7/0,polygon/7/1,polygon/8/0,polygon/8/1,polygon/9/0,polygon/9/1,polygon/10/0,polygon/10/1,polygon/11/0,polygon/11/1,polygon/12/0,polygon/12/1,polygon/13/0,polygon/13/1,polygon/14/0,polygon/14/1,polygon/15/0,polygon/15/1,polygon/16/0,polygon/16/1,polygon/17/0,polygon/17/1,polygon/18/0,polygon/18/1,polygon/19/0,polygon/19/1,polygon/20/0,polygon/20/1,polygon/21/0,polygon/21/1,polygon/22/0,polygon/22/1,polygon/23/0,polygon/23/1,polygon/24/0,polygon/24/1,polygon/25/0,polygon/25/1,polygon/26/0,polygon/26/1,polygon/27/0,polygon/27/1,polygon/28/0,polygon/28/1,polygon/29/0,polygon/29/1,polygon/30/0,polygon/30/1,polygon/31/0,polygon/31/1,polygon/32/0,polygon/32/1,polygon/33/0,polygon/33/1,polygon/34/0,polygon/34/1,polygon/35/0,polygon/35/1,polygon/36/0,polygon/36/1,polygon/37/0,polygon/37/1,polygon/38/0,polygon/38/1,polygon/39/0,polygon/39/1,polygon/40/0,polygon/40/1,polygon/41/0,polygon/41/1,polygon/42/0,polygon/42/1,polygon/43/0,polygon/43/1,polygon/44/0,polygon/44/1,polygon/45/0,polygon/45/1,polygon/46/0,polygon/46/1,polygon/47/0,polygon/47/1,polygon/48/0,polygon/48/1,polygon/49/0,polygon/49/1,polygon/50/0,polygon/50/1,polygon/51/0,polygon/51/1,polygon/52/0,polygon/52/1,polygon/53/0,polygon/53/1,polygon/54/0,polygon/54/1,polygon/55/0,polygon/55/1,polygon/56/0,polygon/56/1,polygon/57/0,polygon/57/1,polygon/58/0,polygon/58/1,polygon/59/0,polygon/59/1,polygon/60/0,polygon/60/1,polygon/61/0,polygon/61/1,polygon/62/0,polygon/62/1,polygon/63/0,polygon/63/1,polygon/64/0,polygon/64/1,polygon/65/0,polygon/65/1,polygon/66/0,polygon/66/1,polygon/67/0,polygon/67/1,polygon/68/0,polygon/68/1,polygon/69/0,polygon/69/1,polygon/70/0,polygon/70/1,polygon/71/0,polygon/71/1,polygon/72/0,polygon/72/1,polygon/73/0,polygon/73/1,polygon/74/0,polygon/74/1,polygon/75/0,polygon/75/1,polygon/76/0,polygon/76/1,polygon/77/0,polygon/77/1,polygon/78/0,polygon/78/1,polygon/79/0,polygon/79/1,polygon/80/0,polygon/80/1,polygon/81/0,polygon/81/1,polygon/82/0,polygon/82/1,polygon/83/0,polygon/83/1,polygon/84/0,polygon/84/1,polygon/85/0,polygon/85/1,polygon/86/0,polygon/86/1,polygon/87/0,polygon/87/1,polygon/88/0,polygon/88/1,polygon/89/0,polygon/89/1,polygon/90/0,polygon/90/1,polygon/91/0,polygon/91/1,polygon/92/0,polygon/92/1,polygon/93/0,polygon/93/1,polygon/94/0,polygon/94/1,polygon/95/0,polygon/95/1,polygon/96/0,polygon/96/1,polygon/97/0,polygon/97/1,polygon/98/0,polygon/98/1,polygon/99/0,polygon/99/1,polygon/100/0,polygon/100/1,polygon/101/0,polygon/101/1,polygon/102/0,polygon/102/1,polygon/103/0,polygon/103/1,polygon/104/0,polygon/104/1,polygon/105/0,polygon/105/1,polygon/106/0,polygon/106/1,polygon/107/0,polygon/107/1,polygon/108/0,polygon/108/1,polygon/109/0,polygon/109/1,polygon/110/0,polygon/110/1,polygon/111/0,polygon/111/1,polygon/112/0,polygon/112/1,polygon/113/0,polygon/113/1,polygon/114/0,polygon/114/1,polygon/115/0,polygon/115/1,polygon/116/0,polygon/116/1,polygon/117/0,polygon/117/1,polygon/118/0,polygon/118/1,polygon/119/0,polygon/119/1,polygon/120/0,polygon/120/1,polygon/121/0,polygon/121/1,polygon/122/0,polygon/122/1,polygon/123/0,polygon/123/1,polygon/124/0,polygon/124/1,polygon/125/0,polygon/125/1,polygon/126/0,polygon/126/1,polygon/127/0,polygon/127/1,polygon/128/0,polygon/128/1,polygon/129/0,polygon/129/1,polygon/130/0,polygon/130/1,polygon/131/0,polygon/131/1,polygon/132/0,polygon/132/1,polygon/133/0,polygon/133/1,polygon/134/0,polygon/134/1,polygon/135/0,polygon/135/1,polygon/136/0,polygon/136/1,polygon/137/0,polygon/137/1,polygon/138/0,polygon/138/1,polygon/139/0,polygon/139/1,polygon/140/0,polygon/140/1,polygon/141/0,polygon/141/1,polygon/142/0,polygon/142/1,polygon/143/0,polygon/143/1,polygon/144/0,polygon/144/1,polygon/145/0,polygon/145/1
324D,-,Roy Ivor Hall Res - House D (Phase VI),,UTM,3370 Residence Road,Mississauga,ON,Canada,L5L 1C6,43.54882,-79.66698,43.54895,-79.6671,43.54892,-79.66706,43.54891,-79.66707,43.54886,-79.667,43.5489,-79.66696,43.54889,-79.66695,43.54892,-79.66691,43.54889,-79.66687,43.54888,-79.66688,43.54888,-79.66686,43.54885,-79.66689,43.54883,-79.66686,43.54885,-79.66683,43.54881,-79.66678,43.54879,-79.66682,43.54878,-79.66681,43.54875,-79.66685,43.54867,-79.66675,43.54864,-79.66678,43.54865,-79.6668,43.54864,-79.66683,43.54872,-79.66695,43.54873,-79.66694,43.54879,-79.66702,43.54876,-79.66706,43.54877,-79.66708,43.54873,-79.66714,43.54877,-79.66719,43.54879,-79.66716,43.5488,-79.66717,43.54883,-79.66713,43.54885,-79.66715,43.54885,-79.66716,43.54887,-79.6672,43.5489,-79.66717,43.54891,-79.66717,43.54893,-79.66717,43.54894,-79.66715,43.54893,-79.66713,43.54895,-79.6671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,-,Erindale Hall Residence (Phase VII),Erindale Hall,UTM,1525 Outer Circle,Mississauga,ON,Canada,L5L 6A2,43.54959,-79.66564,43.54918,-79.66526,43.54914,-79.66519,43.54924,-79.6651,43.54921,-79.66504,43.54927,-79.66499,43.54952,-79.66545,43.54974,-79.66569,43.55001,-79.66588,43.54998,-79.66597,43.54996,-79.66595,43.54994,-79.66599,43.54992,-79.66597,43.54991,-79.66599,43.54989,-79.66598,43.54988,-79.66601,43.54987,-79.66601,43.54985,-79.66606,43.5498,-79.66602,43.54981,-79.66598,43.54978,-79.66596,43.54977,-79.666,43.54972,-79.66596,43.54973,-79.66592,43.54972,-79.66591,43.54974,-79.66587,43.54972,-79.66585,43.54972,-79.66584,43.54969,-79.66581,43.54969,-79.66579,43.54967,-79.66577,43.54965,-79.6658,43.54963,-79.66577,43.54961,-79.66581,43.5496,-79.6658,43.54958,-79.66585,43.54953,-79.66579,43.54955,-79.66576,43.54952,-79.66573,43.5495,-79.66576,43.54946,-79.66572,43.54948,-79.66568,43.54947,-79.66567,43.54949,-79.66563,43.54947,-79.6656,43.54948,-79.66558,43.54944,-79.66549,43.54941,-79.66552,43.5494,-79.66549,43.54937,-79.66551,43.54937,-79.66551,43.54933,-79.66554,43.5493,-79.66548,43.54933,-79.66545,43.5493,-79.66541,43.54928,-79.66543,43.54925,-79.66537,43.54927,-79.66535,43.54927,-79.66533,43.5493,-79.6653,43.54928,-79.66527,43.5493,-79.66524,43.54927,-79.6652,43.54922,-79.66524,43.54922,-79.66523,43.54918,-79.66526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,-,Oscar Peterson Hall (Phase VIII),OscarPeterson,UTM,3375 Residence Road,Mississauga,ON,Canada,L5L 6A2,43.54877,-79.66598,43.54832,-79.6655,43.54829,-79.66551,43.54827,-79.66551,43.54827,-79.66553,43.54824,-79.66553,43.54823,-79.66547,43.54822,-79.66547,43.5482,-79.6653,43.54824,-79.66529,43.54823,-79.66521,43.54841,-79.66517,43.54864,-79.6651,43.54865,-79.66517,43.54869,-79.66516,43.54879,-79.66573,43.54885,-79.66582,43.54884,-79.66584,43.54883,-79.66584,43.54881,-79.66586,43.5489,-79.66599,43.54881,-79.6661,43.54892,-79.66628,43.54893,-79.66628,43.54894,-79.66628,43.54896,-79.66626,43.54895,-79.66626,43.54897,-79.66624,43.54897,-79.66624,43.549,-79.66621,43.54904,-79.66628,43.54904,-79.66629,43.54905,-79.66632,43.54901,-79.66637,43.54902,-79.66638,43.54892,-79.66649,43.54888,-79.66642,43.54886,-79.66644,43.54885,-79.66643,43.54884,-79.66645,43.54859,-79.66602,43.54863,-79.66596,43.5486,-79.66592,43.54869,-79.66578,43.5486,-79.66528,43.54862,-79.66527,43.54862,-79.66525,43.54844,-79.66531,43.54831,-79.66534,43.54832,-79.6655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,XR,UTM Student Centre,UTM-Stdt Ctr,UTM,1815 Inner Circle,Mississauga,ON,Canada,L5L 1C6,43.54895,-79.66394,43.54868,-79.66441,43.5485,-79.66384,43.54892,-79.6637,43.54892,-79.66369,43.54904,-79.66364,43.54915,-79.66399,43.54906,-79.66405,43.5491,-79.66415,43.54868,-79.66441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,CC,"Communication, Culture & Technology",CCT,UTM,1800 MIddle Road,Mississauga,ON,Canada,L5L 1C6,43.55003,-79.66308,43.54921,-79.66347,43.5492,-79.66336,43.54962,-79.66326,43.54953,-79.6626,43.54963,-79.66257,43.54963,-79.66259,43.54969,-79.66257,43.54979,-79.66256,43.54983,-79.66283,43.54984,-79.66293,43.54984,-79.66293,43.54984,-79.66296,43.54987,-79.66296,43.54988,-79.66298,43.55003,-79.66294,43.55002,-79.66293,43.5501,-79.66291,43.55011,-79.66292,43.55015,-79.66291,43.55018,-79.66314,43.55022,-79.66313,43.55023,-79.66318,43.55062,-79.66309,43.55062,-79.66314,43.5502,-79.66324,43.5502,-79.66326,43.55007,-79.66328,43.55007,-79.66326,43.55005,-79.66327,43.55005,-79.66329,43.54994,-79.66332,43.54994,-79.66329,43.54972,-79.66334,43.54972,-79.66336,43.54964,-79.66338,43.54964,-79.66337,43.54921,-79.66347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,WC,UTM Alumni House,UTM Alumni,UTM,1550 The Collegeway,Mississauga,ON,Canada,,43.54474,-79.66035,43.54483,-79.66054,43.54475,-79.66061,43.54467,-79.66042,43.54465,-79.66044,43.54463,-79.66039,43.54465,-79.66037,43.5446,-79.66027,43.54461,-79.66027,43.54458,-79.66019,43.54457,-79.6602,43.54456,-79.66018,43.5446,-79.66015,43.54461,-79.66018,43.54465,-79.66015,43.54465,-79.66015,43.54466,-79.66016,43.5447,-79.66024,43.54473,-79.66022,43.54471,-79.66017,43.54473,-79.66015,43.54476,-79.66023,43.54476,-79.66022,43.54481,-79.66033,43.54479,-79.66035,43.54482,-79.66042,43.54479,-79.66045,43.54483,-79.66054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,HM,Hazel McCallion Academic Learning Centre,McCallion ALC,UTM,1675 Outer Circle,Mississauga,ON,Canada,L5L 1C6,43.55095,-79.66282,43.55064,-79.66321,43.55061,-79.66302,43.55065,-79.66301,43.55065,-79.66297,43.55074,-79.66295,43.55071,-79.66273,43.55058,-79.66276,43.55056,-79.66259,43.55071,-79.66255,43.55071,-79.66251,43.55075,-79.6625,43.55075,-79.66254,43.551,-79.66248,43.55103,-79.66265,43.55105,-79.66264,43.55108,-79.66291,43.55106,-79.66292,43.55107,-79.66296,43.55103,-79.66297,43.55104,-79.66304,43.55107,-79.66303,43.55109,-79.66311,43.55064,-79.66321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,RA,"Recreation, Athletics & Wellness Centre",RAWC,UTM,1825 Outer Circle,Mississauga,ON,Canada,L5L 1C6,43.5482,-79.66089,43.54793,-79.66116,43.54757,-79.66125,43.54752,-79.66084,43.54758,-79.66083,43.54758,-79.66078,43.54764,-79.66077,43.54764,-79.66081,43.54812,-79.6607,43.54812,-79.66065,43.54818,-79.66064,43.54819,-79.66068,43.54837,-79.66064,43.54842,-79.66105,43.54812,-79.66112,43.54813,-79.66121,43.54794,-79.66125,43.54793,-79.66116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,HB,Terrence Donnelly Health Sciences Complex,HealthSci (UTM),UTM,1777 Outer Circle,Mississauga,ON,Canada,L5L 1C6,43.54964,-79.66194,43.54954,-79.6624,43.54945,-79.66166,43.5497,-79.6616,43.54975,-79.66199,43.54973,-79.66235,43.54954,-79.6624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,IB,Instructional Centre (UTM),Instr Ctr,UTM,1599 Outer Circle,Mississauga,ON,Canada,L5L 1C6,43.55154,-79.66382,43.55177,-79.66451,43.55174,-79.66443,43.55191,-79.6643,43.55183,-79.6641,43.5518,-79.66412,43.55178,-79.66407,43.55181,-79.66405,43.55152,-79.66328,43.55148,-79.66331,43.55147,-79.66329,43.55128,-79.66343,43.55129,-79.66345,43.55124,-79.66349,43.55126,-79.66356,43.55121,-79.6636,43.55116,-79.66346,43.5511,-79.6635,43.55116,-79.66366,43.55114,-79.66368,43.55122,-79.66393,43.55124,-79.66391,43.55132,-79.66412,43.55141,-79.66406,43.55155,-79.66442,43.55159,-79.66439,43.55167,-79.66458,43.55177,-79.66451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,AX,Academic Annex,Acad Annex,UTM,1795 Inner Circle,Mississauga,ON,Canada,L5L 1C6,43.54816,-79.66452,43.54815,-79.66464,43.54825,-79.6645,43.54817,-79.6644,43.54807,-79.66454,43.54815,-79.66464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,GF,Grounds Storage Facility,Grounds,UTM,3255 Principal's Road,Mississauga,ON,Canada,,43.55351,-79.6655,43.55349,-79.66526,43.55333,-79.66548,43.5534,-79.66557,43.55339,-79.66559,43.55343,-79.66563,43.55344,-79.66562,43.55353,-79.66574,43.55369,-79.66552,43.55349,-79.66526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,BG,Biology Research Greenhouse,Bio Greenhse,UTM,1695 Outer Circle,Mississauga,ON,Canada,,43.5508,-79.66207,43.55082,-79.66223,43.5509,-79.66221,43.55088,-79.66201,43.5508,-79.66203,43.55078,-79.66192,43.5507,-79.66194,43.55073,-79.66221,43.55081,-79.6622,43.55082,-79.66223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,DH,Deerfield Hall,,UTM,1535 Outer Circle,Mississauga,ON,Canada,,43.55042,-79.66629,43.55046,-79.66585,43.55033,-79.66592,43.55034,-79.66595,43.55029,-79.66598,43.55027,-79.66594,43.55013,-79.66599,43.55021,-79.66634,43.55037,-79.66674,43.55051,-79.66665,43.5505,-79.66664,43.55055,-79.66662,43.55056,-79.66666,43.55069,-79.66658,43.55046,-79.66585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,-,North Building Reconstruction  (Under Construction),,UTM,,,ON,Canada,,43.55103,-79.66593,43.55054,-79.66589,43.55061,-79.6661,43.55055,-79.66614,43.55057,-79.66618,43.55062,-79.66615,43.55072,-79.66646,43.55087,-79.66637,43.55089,-79.66645,43.55105,-79.66635,43.55101,-79.66621,43.55114,-79.66612,43.55118,-79.66623,43.55134,-79.66613,43.55132,-79.66607,43.55154,-79.66593,43.55145,-79.66565,43.55137,-79.66569,43.55136,-79.66566,43.55139,-79.66564,43.55132,-79.6654,43.55114,-79.6655,43.55112,-79.66543,43.55096,-79.66553,43.55099,-79.66563,43.55085,-79.66571,43.55084,-79.66568,43.55068,-79.66577,43.55069,-79.6658,43.55054,-79.66589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,LC,Loretto College,Loretto,UTSG,70 St. Mary Street,Toronto,ON,Canada,M5S 1J3,43.66736183708266,-79.390100770382,43.66749,-79.3901,43.66749,-79.39008,43.66744,-79.39006,43.66735,-79.39047,43.66719,-79.39041,43.66735,-79.38965,43.66751,-79.38971,43.66748,-79.38987,43.66753,-79.38989,43.66751,-79.38996,43.66746,-79.38994,43.66745,-79.38999,43.66751,-79.39001,43.66751,-79.38998,43.66754,-79.38999,43.66752,-79.39012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,EH,Elmsley Hall,Elmsley,UTSG,81 St. Mary Street,Toronto,ON,Canada,M5S 1J4,43.66689133569867,-79.3902697495508,43.6669,-79.39057,43.66689,-79.3906,43.66687,-79.39059,43.66686,-79.39063,43.66671,-79.39057,43.6667,-79.3906,43.66663,-79.39057,43.66663,-79.39054,43.66634,-79.39042,43.66635,-79.3904,43.66632,-79.39038,43.66632,-79.39035,43.66631,-79.39034,43.66632,-79.3903,43.66633,-79.3903,43.66634,-79.39026,43.66637,-79.39028,43.66638,-79.39025,43.66686,-79.39045,43.66687,-79.39037,43.6668,-79.39033,43.66685,-79.39007,43.66695,-79.3901,43.66694,-79.39012,43.66699,-79.39014,43.66698,-79.39019,43.66699,-79.39019,43.66693,-79.39047,43.66692,-79.39047,43.66691,-79.39053,43.66692,-79.39054,43.66691,-79.39058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,AH,Muzzo Family Alumni Hall,Alumni Hall,UTSG,121 St. Joseph Street,Toronto,ON,Canada,M5S 1J4,43.66479198160499,-79.3901463679361,43.66479,-79.39042,43.66469,-79.39037,43.66472,-79.39025,43.66455,-79.39018,43.66461,-79.38994,43.66495,-79.39009,43.66489,-79.39033,43.66482,-79.3903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,BR,Brennan Hall,Brennan Hall,UTSG,81 St. Mary Street,Toronto,ON,Canada,M5S 1J4,43.666364563794566,-79.389863394885,43.66667,-79.39,43.66659,-79.38979,43.66666,-79.38974,43.66659,-79.38955,43.66654,-79.38959,43.66655,-79.38961,43.6665,-79.38965,43.66633,-79.38958,43.66633,-79.38956,43.6663,-79.38954,43.66629,-79.38959,43.66618,-79.38955,43.66616,-79.38965,43.66619,-79.38966,43.66611,-79.39003,43.66622,-79.39007,43.66622,-79.39006,43.66646,-79.39016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,BS,St. Basil's Church,Basil Church,UTSG,50 St. Joseph Street,Toronto,ON,Canada,M5S IJ4,43.66632284869429,-79.3891700438547,43.66659,-79.38926,43.66659,-79.38909,43.66619,-79.3891,43.66619,-79.38904,43.66613,-79.38904,43.66613,-79.38926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
