id,course_id,course_code,campus,period,date,start_time,end_time,duration,sections/0/lecture_code,sections/0/exam_section,sections/0/location,sections/1/lecture_code,sections/1/exam_section,sections/1/location,sections/2/lecture_code,sections/2/exam_section,sections/2/location,sections/3/lecture_code,sections/3/exam_section,sections/3/location,sections/4/lecture_code,sections/4/exam_section,sections/4/location,sections/5/lecture_code,sections/5/exam_section,sections/5/location,sections/6/lecture_code,sections/6/exam_section,sections/6/location,sections/7/lecture_code,sections/7/exam_section,sections/7/location,sections/8/lecture_code,sections/8/exam_section,sections/8/location,sections/9/lecture_code,sections/9/exam_section,sections/9/location,sections/10/lecture_code,sections/10/exam_section,sections/10/location,sections/11/lecture_code,sections/11/exam_section,sections/11/location,sections/12/lecture_code,sections/12/exam_section,sections/12/location,sections/13/lecture_code,sections/13/exam_section,sections/13/location,sections/14/lecture_code,sections/14/exam_section,sections/14/location,sections/15/lecture_code,sections/15/exam_section,sections/15/location,sections/16/lecture_code,sections/16/exam_section,sections/16/location,sections/17/lecture_code,sections/17/exam_section,sections/17/location,sections/18/lecture_code,sections/18/exam_section,sections/18/location,sections/19/lecture_code,sections/19/exam_section,sections/19/location,sections/20/lecture_code,sections/20/exam_section,sections/20/location,sections/21/lecture_code,sections/21/exam_section,sections/21/location,sections/22/lecture_code,sections/22/exam_section,sections/22/location,sections/23/lecture_code,sections/23/exam_section,sections/23/location
PSY290H1S20161APR16,PSY290H1S20161,PSY290H1S,UTSG,APR16,2016-04-26,32400,39600,7200,,A - LI,UC 266,,LO - Z,UC 273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSY290H5F20169DEC16,PSY290H5F20169,PSY290H5F,UTM,DEC16,2016-12-17,32400,39600,7200,,,Gym C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSY307H1F20159DEC15,PSY307H1F20159,PSY307H1F,UTSG,DEC15,2015-12-14,50400,61200,10800,,,WI 1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSY309H5F20169DEC16,PSY309H5F20169,PSY309H5F,UTM,DEC16,2016-12-14,46800,57600,10800,,,IB 110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSY311H1F20159DEC15,PSY311H1F20159,PSY311H1F,UTSG,DEC15,2015-12-14,68400,79200,10800,,,BN 2S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSY311H1S20161APR16,PSY311H1S20161,PSY311H1S,UTSG,APR16,2016-04-14,68400,79200,10800,,,ST VLAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSY312H1S20161APR16,PSY312H1S20161,PSY312H1S,UTSG,APR16,2016-04-13,32400,43200,10800,,,EX 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSY312H5F20169DEC16,PSY312H5F20169,PSY312H5F,UTM,DEC16,2016-12-15,61200,68400,7200,,,Gym C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSY313H1F20159DEC15,PSY313H1F20159,PSY313H1F,UTSG,DEC15,2015-12-21,32400,39600,7200,,,SS 2117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSY320H5F20169DEC16,PSY320H5F20169,PSY320H5F,UTM,DEC16,2016-12-13,32400,39600,7200,,,Gym C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSY323H1F20159DEC15,PSY323H1F20159,PSY323H1F,UTSG,DEC15,2015-12-15,32400,43200,10800,L0101,,SS 2117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSY323H1S20161APR16,PSY323H1S20161,PSY323H1S,UTSG,APR16,2016-04-14,32400,43200,10800,,,ST VLAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSY325H5F20169DEC16,PSY325H5F20169,PSY325H5F,UTM,DEC16,2016-12-20,32400,39600,7200,,,IB 120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSY328H1F20159DEC15,PSY328H1F20159,PSY328H1F,UTSG,DEC15,2015-12-21,50400,61200,10800,L0101,,ES 1050,L0201,,ES 1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSY328H1F20165FJUNE16,PSY328H1F20165F,PSY328H1F,UTSG,JUNE16,2016-06-22,68400,79200,10800,,,EX 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSY328H1S20161APR16,PSY328H1S20161,PSY328H1S,UTSG,APR16,2016-04-20,68400,79200,10800,L0101,,HA 403,L0201,,HA 403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSY332H1F20165FJUNE16,PSY332H1F20165F,PSY332H1F,UTSG,JUNE16,2016-06-20,68400,79200,10800,,,EX 310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSY333H1F20159DEC15,PSY333H1F20159,PSY333H1F,UTSG,DEC15,2015-12-16,32400,39600,7200,,,BA 2195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSY340H5F20169DEC16,PSY340H5F20169,PSY340H5F,UTM,DEC16,2016-12-12,61200,68400,7200,,,IB 110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSY341H1F20159DEC15,PSY341H1F20159,PSY341H1F,UTSG,DEC15,2015-12-16,50400,61200,10800,,,SS 2117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSY341H1S20161APR16,PSY341H1S20161,PSY341H1S,UTSG,APR16,2016-04-20,32400,43200,10800,,,BR 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSY342H1F20159DEC15,PSY342H1F20159,PSY342H1F,UTSG,DEC15,2015-12-17,50400,57600,7200,,,EX 320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSY343H1F20159DEC15,PSY343H1F20159,PSY343H1F,UTSG,DEC15,2015-12-21,68400,79200,10800,,,SS 2135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSY343H1S20161APR16,PSY343H1S20161,PSY343H1S,UTSG,APR16,2016-04-25,68400,75600,7200,,,BR 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSY344H5F20169DEC16,PSY344H5F20169,PSY344H5F,UTM,DEC16,2016-12-12,32400,43200,10800,,,IB 120,,,IB 120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSY345H5F20169DEC16,PSY345H5F20169,PSY345H5F,UTM,DEC16,2016-12-17,32400,39600,7200,,,IB 120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSY346H5F20169DEC16,PSY346H5F20169,PSY346H5F,UTM,DEC16,2016-12-15,46800,54000,7200,,,TFC Cafeteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSY355H5F20169DEC16,PSY355H5F20169,PSY355H5F,UTM,DEC16,2016-12-19,61200,68400,7200,,,TFC Cafeteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSY370H1F20159DEC15,PSY370H1F20159,PSY370H1F,UTSG,DEC15,2015-12-22,32400,43200,10800,,,NR 25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSY371H1S20161APR16,PSY371H1S20161,PSY371H1S,UTSG,APR16,2016-04-18,68400,79200,10800,L0101,,EX 320,L0201,,EX 320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSY372H5F20169DEC16,PSY372H5F20169,PSY372H5F,UTM,DEC16,2016-12-17,61200,72000,10800,,,Gym A/B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSY391H5F20169DEC16,PSY391H5F20169,PSY391H5F,UTM,DEC16,2016-12-10,61200,72000,10800,,,IB 120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSY395H5F20169DEC16,PSY395H5F20169,PSY395H5F,UTM,DEC16,2016-12-10,32400,39600,7200,,,Gym A/B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSY396H1F20159DEC15,PSY396H1F20159,PSY396H1F,UTSG,DEC15,2015-12-22,50400,61200,10800,,,UC 273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSY396H1F20165FJUNE16,PSY396H1F20165F,PSY396H1F,UTSG,JUNE16,2016-06-20,68400,79200,10800,,,EX 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSY396H1S20161APR16,PSY396H1S20161,PSY396H1S,UTSG,APR16,2016-04-25,50400,61200,10800,,,WB 342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSY397H1F20159DEC15,PSY397H1F20159,PSY397H1F,UTSG,DEC15,2015-12-16,50400,57600,7200,,,WY 119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSY397H1S20161APR16,PSY397H1S20161,PSY397H1S,UTSG,APR16,2016-04-27,32400,39600,7200,,,BN 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSY397H5F20169DEC16,PSY397H5F20169,PSY397H5F,UTM,DEC16,2016-12-19,46800,54000,7200,,,IB 110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSY407H1S20161APR16,PSY407H1S20161,PSY407H1S,UTSG,APR16,2016-04-21,50400,61200,10800,,,BN 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSY424H1S20161APR16,PSY424H1S20161,PSY424H1S,UTSG,APR16,2016-04-19,32400,43200,10800,L0101,,GB 405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSY434H1S20161APR16,PSY434H1S20161,PSY434H1S,UTSG,APR16,2016-04-22,32400,43200,10800,,A - L,UC 266,,M - Z,UC 273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSY473H1S20161APR16,PSY473H1S20161,PSY473H1S,UTSG,APR16,2016-04-18,32400,39600,7200,,,GB 405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSY475H1F20159DEC15,PSY475H1F20159,PSY475H1F,UTSG,DEC15,2015-12-22,50400,61200,10800,,,UC 273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSYA01H3Y20165AUG16,PSYA01H3Y20165,PSYA01H3Y,UTSC,AUG16,2016-08-06,32400,39600,7200,LEC60,,"AC223, SY110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSYA02H3Y20165AUG16,PSYA02H3Y20165,PSYA02H3Y,UTSC,AUG16,2016-08-18,50400,57600,7200,LEC60,,AC223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSYB04H3Y20165AUG16,PSYB04H3Y20165,PSYB04H3Y,UTSC,AUG16,2016-08-16,32400,41400,9000,LEC01,,SW319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSYB07H3Y20165AUG16,PSYB07H3Y20165,PSYB07H3Y,UTSC,AUG16,2016-08-19,50400,61200,10800,LEC01,,SW319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSYB10H3Y20165AUG16,PSYB10H3Y20165,PSYB10H3Y,UTSC,AUG16,2016-08-18,32400,39600,7200,LEC60,,"AA112, AC223, SY110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSYB32H3Y20165AUG16,PSYB32H3Y20165,PSYB32H3Y,UTSC,AUG16,2016-08-06,50400,57600,7200,LEC60,,AC223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSYB45H3Y20165AUG16,PSYB45H3Y20165,PSYB45H3Y,UTSC,AUG16,2016-08-13,50400,57600,7200,LEC60,,"AC223, MW110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSYB51H3Y20165AUG16,PSYB51H3Y20165,PSYB51H3Y,UTSC,AUG16,2016-08-19,32400,39600,7200,LEC60,,SW319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSYB57H3Y20165AUG16,PSYB57H3Y20165,PSYB57H3Y,UTSC,AUG16,2016-08-15,50400,61200,10800,LEC60,,AC223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSYB64H3Y20165AUG16,PSYB64H3Y20165,PSYB64H3Y,UTSC,AUG16,2016-08-11,32400,39600,7200,LEC60,,AA112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSYB65H3Y20165AUG16,PSYB65H3Y20165,PSYB65H3Y,UTSC,AUG16,2016-08-16,50400,57600,7200,LEC60,,AC223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSYC02H3Y20165AUG16,PSYC02H3Y20165,PSYC02H3Y,UTSC,AUG16,2016-08-18,50400,57600,7200,LEC01,,MW170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSYC08H3Y20165AUG16,PSYC08H3Y20165,PSYC08H3Y,UTSC,AUG16,2016-08-10,68400,79200,10800,LEC01,,SW319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSYC12H3Y20165AUG16,PSYC12H3Y20165,PSYC12H3Y,UTSC,AUG16,2016-08-18,68400,75600,7200,LEC60,,SY110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSYC14H3Y20165AUG16,PSYC14H3Y20165,PSYC14H3Y,UTSC,AUG16,2016-08-08,50400,57600,7200,LEC01,,AA112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSYC18H3Y20165AUG16,PSYC18H3Y20165,PSYC18H3Y,UTSC,AUG16,2016-08-12,50400,57600,7200,LEC01,,AA112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSYC85H3Y20165AUG16,PSYC85H3Y20165,PSYC85H3Y,UTSC,AUG16,2016-08-17,32400,41400,9000,LEC01,,SW309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSYD33H3Y20165AUG16,PSYD33H3Y20165,PSYD33H3Y,UTSC,AUG16,2016-08-06,50400,57600,7200,LEC02,,MW110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSYD50H3Y20165AUG16,PSYD50H3Y20165,PSYD50H3Y,UTSC,AUG16,2016-08-15,32400,43200,10800,,,HW214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RLG100Y1Y20159APR16,RLG100Y1Y20159,RLG100Y1Y,UTSG,APR16,2016-04-26,68400,79200,10800,L0101,,BR 200,L5101,A-L,EM 119,L5101,M-Z,WY 119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RLG100Y1Y20165AUG16,RLG100Y1Y20165,RLG100Y1Y,UTSG,AUG16,2016-08-11,68400,79200,10800,,,BA 3012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RLG101H5F20169DEC16,RLG101H5F20169,RLG101H5F,UTM,DEC16,2016-12-12,32400,39600,7200,,A - K,DV2072,,L - Z,DV2074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RLG200H1F20165FJUNE16,RLG200H1F20165F,RLG200H1F,UTSG,JUNE16,2016-06-23,68400,79200,10800,,,EX 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RLG205H5F20169DEC16,RLG205H5F20169,RLG205H5F,UTM,DEC16,2016-12-17,61200,68400,7200,,,Gym C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RLG206H5F20169DEC16,RLG206H5F20169,RLG206H5F,UTM,DEC16,2016-12-09,46800,54000,7200,,,Gym C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RLG207H5F20169DEC16,RLG207H5F20169,RLG207H5F,UTM,DEC16,2016-12-13,61200,68400,7200,,,IB 120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RLG208H5F20169DEC16,RLG208H5F20169,RLG208H5F,UTM,DEC16,2016-12-10,46800,57600,10800,,,TFC Cafeteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RLG209H1F20159DEC15,RLG209H1F20159,RLG209H1F,UTSG,DEC15,2015-12-22,50400,61200,10800,,,ES 1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RLG209H5F20169DEC16,RLG209H5F20169,RLG209H5F,UTM,DEC16,2016-12-15,46800,57600,10800,,,IB 150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RLG210Y1Y20159APR16,RLG210Y1Y20159,RLG210Y1Y,UTSG,APR16,2016-04-14,68400,75600,7200,,,SS 2102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RLG221H1F20159DEC15,RLG221H1F20159,RLG221H1F,UTSG,DEC15,2015-12-18,50400,57600,7200,,,SF 2202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RLG232H1S20161APR16,RLG232H1S20161,RLG232H1S,UTSG,APR16,2016-04-28,68400,75600,7200,,,BA 1160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RLG233H1F20159DEC15,RLG233H1F20159,RLG233H1F,UTSG,DEC15,2015-12-18,68400,79200,10800,,,WB 342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RLG241Y1Y20159APR16,RLG241Y1Y20159,RLG241Y1Y,UTSG,APR16,2016-04-12,32400,43200,10800,,,ST VLAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RLG280Y1Y20159APR16,RLG280Y1Y20159,RLG280Y1Y,UTSG,APR16,2016-04-26,68400,79200,10800,L0101,,BR 200,L5101,,HA 401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RLG280Y1Y20165AUG16,RLG280Y1Y20165,RLG280Y1Y,UTSG,AUG16,2016-08-11,68400,79200,10800,,,BA 3012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RLG303H1S20161APR16,RLG303H1S20161,RLG303H1S,UTSG,APR16,2016-04-27,32400,39600,7200,,,TC 239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RLG304H5F20169DEC16,RLG304H5F20169,RLG304H5F,UTM,DEC16,2016-12-19,46800,54000,7200,,,IB 110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RLG317H1F20159DEC15,RLG317H1F20159,RLG317H1F,UTSG,DEC15,2015-12-17,68400,79200,10800,,,SS 2102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RLG340H5F20169DEC16,RLG340H5F20169,RLG340H5F,UTM,DEC16,2016-12-10,46800,54000,7200,,,Gym A/B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RLG347H5F20169DEC16,RLG347H5F20169,RLG347H5F,UTM,DEC16,2016-12-08,46800,57600,10800,,,IB 120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RLG388H1S20161APR16,RLG388H1S20161,RLG388H1S,UTSG,APR16,2016-04-14,32400,43200,10800,,,EM 119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSM100Y1Y20149DEC15,RSM100Y1Y20149,RSM100Y1Y,UTSG,DEC15,2015-12-15,50400,57600,7200,,A - BUD,BA 1130,,BUI - DEN,BA 1160,,DER - F,BA 1170,,G - HE,BA 1180,,HI - JA,BA 1190,,JI - KHA,BA 2195,,KHE - LUT,ES 1050,,LUU - ML,MC 252,,MO - PAO,MC 254,,PAR - VO,MS 2158,,VU - YO,PB B150,,YU - Z,PB B250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSM100Y1Y20159APR16,RSM100Y1Y20159,RSM100Y1Y,UTSG,APR16,2016-04-15,50400,57600,7200,,A - G,EX 100,,H - MA,EX 200,,MC - P,EX 300,,Q - SHE,EX 310,,SHI - V,EX 320,,WA - WO,GB 303,,WU - YE,GB 304,,YI - ZHA,GB 404,,ZHE - ZZ,GB 405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSM100Y1Y20165AUG16,RSM100Y1Y20165,RSM100Y1Y,UTSG,AUG16,2016-08-09,50400,57600,7200,,,SF 3202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSM100Y1Y20165JUNE16,RSM100Y1Y20165,RSM100Y1Y,UTSG,JUNE16,2016-06-23,68400,75600,7200,,,SF 2202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSM219H1F20159DEC15,RSM219H1F20159,RSM219H1F,UTSG,DEC15,2015-12-16,32400,39600,7200,,A - O,EX 100,,P - Z,EX 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSM219H1F20165FJUNE16,RSM219H1F20165F,RSM219H1F,UTSG,JUNE16,2016-06-23,68400,75600,7200,,,EX 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSM219H1S20161APR16,RSM219H1S20161,RSM219H1S,UTSG,APR16,2016-04-20,32400,39600,7200,,,EX 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSM220H1F20159DEC15,RSM220H1F20159,RSM220H1F,UTSG,DEC15,2015-12-21,32400,43200,10800,,,BN 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSM220H1F20165FJUNE16,RSM220H1F20165F,RSM220H1F,UTSG,JUNE16,2016-06-23,68400,79200,10800,,,BA 3116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
