id,course_id,course_code,campus,period,date,start_time,end_time,duration,sections/0/lecture_code,sections/0/exam_section,sections/0/location,sections/1/lecture_code,sections/1/exam_section,sections/1/location,sections/2/lecture_code,sections/2/exam_section,sections/2/location,sections/3/lecture_code,sections/3/exam_section,sections/3/location,sections/4/lecture_code,sections/4/exam_section,sections/4/location,sections/5/lecture_code,sections/5/exam_section,sections/5/location,sections/6/lecture_code,sections/6/exam_section,sections/6/location,sections/7/lecture_code,sections/7/exam_section,sections/7/location,sections/8/lecture_code,sections/8/exam_section,sections/8/location,sections/9/lecture_code,sections/9/exam_section,sections/9/location,sections/10/lecture_code,sections/10/exam_section,sections/10/location,sections/11/lecture_code,sections/11/exam_section,sections/11/location,sections/12/lecture_code,sections/12/exam_section,sections/12/location,sections/13/lecture_code,sections/13/exam_section,sections/13/location,sections/14/lecture_code,sections/14/exam_section,sections/14/location,sections/15/lecture_code,sections/15/exam_section,sections/15/location,sections/16/lecture_code,sections/16/exam_section,sections/16/location,sections/17/lecture_code,sections/17/exam_section,sections/17/location,sections/18/lecture_code,sections/18/exam_section,sections/18/location,sections/19/lecture_code,sections/19/exam_section,sections/19/location,sections/20/lecture_code,sections/20/exam_section,sections/20/location,sections/21/lecture_code,sections/21/exam_section,sections/21/location,sections/22/lecture_code,sections/22/exam_section,sections/22/location,sections/23/lecture_code,sections/23/exam_section,sections/23/location
CIN201Y1Y20159APR16,CIN201Y1Y20159,CIN201Y1Y,UTSG,APR16,2016-04-27,32400,39600,7200,,,ES 1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIN211H1S20165SAUG16,CIN211H1S20165S,CIN211H1S,UTSG,AUG16,2016-08-11,50400,61200,10800,,,BA 1190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIN240H1F20165FJUNE16,CIN240H1F20165F,CIN240H1F,UTSG,JUNE16,2016-06-20,50400,57600,7200,,,BA 2159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIN301Y1Y20159APR16,CIN301Y1Y20159,CIN301Y1Y,UTSG,APR16,2016-04-18,50400,61200,10800,,,BA 1130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIN379H1F20159DEC15,CIN379H1F20159,CIN379H1F,UTSG,DEC15,2015-12-22,32400,43200,10800,,,EX 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CITC04H3Y20165AUG16,CITC04H3Y20165,CITC04H3Y,UTSC,AUG16,2016-08-08,32400,39600,7200,LEC30,,MW170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CITC10H3Y20165AUG16,CITC10H3Y20165,CITC10H3Y,UTSC,AUG16,2016-08-12,50400,57600,7200,LEC01,,MW120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIV100H1S20161APR16,CIV100H1S20161,CIV100H1S,UTSG,APR16,2016-04-18,50400,59400,9000,,A - Z,GB 304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIV209H1S20161APR16,CIV209H1S20161,CIV209H1S,UTSG,APR16,2016-04-13,34200,43200,9000,,A - R,HA 403,,S - Z,HA 410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIV214H1S20161APR16,CIV214H1S20161,CIV214H1S,UTSG,APR16,2016-04-22,50400,59400,9000,,A - LIN,GB 303,,LIU - Z,GB 304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIV235H1S20161APR16,CIV235H1S20161,CIV235H1S,UTSG,APR16,2016-04-25,50400,59400,9000,,A - H,BA 2139,,J - R,BA 2145,,S - Z,BA 2155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIV250H1S20161APR16,CIV250H1S20161,CIV250H1S,UTSG,APR16,2016-04-19,34200,43200,9000,,A - K,BA 2145,,L - S,BA 2155,,T - Z,BA 2159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIV300H1S20161APR16,CIV300H1S20161,CIV300H1S,UTSG,APR16,2016-04-12,34200,43200,9000,,A - G,BA 1160,,H - L,BA 2175,,M - SK,BA 2185,,SO - Z,BA 2195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIV301H1S20161APR16,CIV301H1S20161,CIV301H1S,UTSG,APR16,2016-04-21,34200,43200,9000,,A - Z,BA 2195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIV313H1S20161APR16,CIV313H1S20161,CIV313H1S,UTSG,APR16,2016-04-15,50400,59400,9000,,A - K,BA 2139,,L - Z,SF 2202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIV324H1S20161APR16,CIV324H1S20161,CIV324H1S,UTSG,APR16,2016-04-12,34200,43200,9000,,A - LE,BA 1130,,LI - S,BA 3012,,V - Z,BA 3116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIV332H1S20161APR16,CIV332H1S20161,CIV332H1S,UTSG,APR16,2016-04-27,50400,59400,9000,,A - L,GB 303,,M - Z,GB 304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIV340H1S20161APR16,CIV340H1S20161,CIV340H1S,UTSG,APR16,2016-04-13,50400,59400,9000,,A - K,BA 3008,,L - ST,BA 3012,,SU - Z,BA 3116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIV357H1S20161APR16,CIV357H1S20161,CIV357H1S,UTSG,APR16,2016-04-21,50400,59400,9000,,A - Z,BA 2165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIV360H1S20161APR16,CIV360H1S20161,CIV360H1S,UTSG,APR16,2016-04-27,50400,59400,9000,,A - Z,BA 2155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIV380H1S20161APR16,CIV380H1S20161,CIV380H1S,UTSG,APR16,2016-04-21,34200,43200,9000,,A - L,BA 2145,,M - W,BA 2155,,X - Z,BA 2159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIV440H1S20161APR16,CIV440H1S20161,CIV440H1S,UTSG,APR16,2016-04-14,50400,59400,9000,,A - K,WB 116,,L - O,WB 130,,P - Z,WB 342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIV488H1S20161APR16,CIV488H1S20161,CIV488H1S,UTSG,APR16,2016-04-25,34200,43200,9000,,A - Z,BA 2195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIV510H1S20161APR16,CIV510H1S20161,CIV510H1S,UTSG,APR16,2016-04-12,34200,43200,9000,,A - Z,EX 320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIV516H1S20161APR16,CIV516H1S20161,CIV516H1S,UTSG,APR16,2016-04-20,34200,43200,9000,,A - Z,WB 342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIV518H1S20161APR16,CIV518H1S20161,CIV518H1S,UTSG,APR16,2016-04-21,50400,59400,9000,,A - Z,SF 2202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIV523H1S20161APR16,CIV523H1S20161,CIV523H1S,UTSG,APR16,2016-04-26,50400,59400,9000,,A - Z,BA 2159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIV541H1S20161APR16,CIV541H1S20161,CIV541H1S,UTSG,APR16,2016-04-27,50400,59400,9000,,A - Z,BA 3008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIV576H1S20161APR16,CIV576H1S20161,CIV576H1S,UTSG,APR16,2016-04-22,50400,59400,9000,,A - Z,HI CART,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIV577H1S20161APR16,CIV577H1S20161,CIV577H1S,UTSG,APR16,2016-04-13,34200,43200,9000,,A - Z,UC 266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CJH332H1S20165SAUG16,CJH332H1S20165S,CJH332H1S,UTSG,AUG16,2016-08-11,50400,57600,7200,,,EX 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CJS200H1S20161APR16,CJS200H1S20161,CJS200H1S,UTSG,APR16,2016-04-15,32400,43200,10800,,,ST VLAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CJS201H1F20159DEC15,CJS201H1F20159,CJS201H1F,UTSG,DEC15,2015-12-18,32400,39600,7200,,,ES 1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CJS290H1F20159DEC15,CJS290H1F20159,CJS290H1F,UTSG,DEC15,2015-12-17,68400,79200,10800,,,BN 2S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CJS390H1S20161APR16,CJS390H1S20161,CJS390H1S,UTSG,APR16,2016-04-27,68400,75600,7200,,,GB 405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLA101H5F20169DEC16,CLA101H5F20169,CLA101H5F,UTM,DEC16,2016-12-09,32400,39600,7200,,,IB 110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLA160H1F20159DEC15,CLA160H1F20159,CLA160H1F,UTSG,DEC15,2015-12-17,68400,79200,10800,,A - L,GB 304,,M - Z,GB 412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLA160H1F20165FJUNE16,CLA160H1F20165F,CLA160H1F,UTSG,JUNE16,2016-06-20,68400,75600,7200,,,EX 320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLA160H1S20161APR16,CLA160H1S20161,CLA160H1S,UTSG,APR16,2016-04-20,68400,79200,10800,,A - M,BR 200,,N - Z,EM 119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLA201H1S20161APR16,CLA201H1S20161,CLA201H1S,UTSG,APR16,2016-04-22,32400,39600,7200,,A - N,BR 200,,O - Z,EM 119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLA201H1S20165SAUG16,CLA201H1S20165S,CLA201H1S,UTSG,AUG16,2016-08-11,50400,57600,7200,,,EX 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLA201H5F20169DEC16,CLA201H5F20169,CLA201H5F,UTM,DEC16,2016-12-13,61200,68400,7200,,,IB 120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLA204H1F20159DEC15,CLA204H1F20159,CLA204H1F,UTSG,DEC15,2015-12-16,68400,79200,10800,L0101,,BN 3,L2001,,BN 2S,L5101,A - S,BN 2N,L5101,T - Z,BN 2S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLA204H1F20165FJUNE16,CLA204H1F20165F,CLA204H1F,UTSG,JUNE16,2016-06-20,50400,61200,10800,,,EX 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLA204H1S20161APR16,CLA204H1S20161,CLA204H1S,UTSG,APR16,2016-04-21,68400,79200,10800,L0101,,BN 3,L2001,,BN 2S,L5101,A - SI,BN 2N,L5101,SK - Z,BN 2S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLA219H1F20159DEC15,CLA219H1F20159,CLA219H1F,UTSG,DEC15,2015-12-21,68400,79200,10800,,A - CHOE,HA 401,,CHOW - Z,HA 403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLA230H1F20159DEC15,CLA230H1F20159,CLA230H1F,UTSG,DEC15,2015-12-16,32400,43200,10800,,,NR 25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLA230H1S20165SAUG16,CLA230H1S20165S,CLA230H1S,UTSG,AUG16,2016-08-09,68400,79200,10800,,,BA 2145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLA230H5F20169DEC16,CLA230H5F20169,CLA230H5F,UTM,DEC16,2016-12-08,32400,39600,7200,,,Gym C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLA231H1S20161APR16,CLA231H1S20161,CLA231H1S,UTSG,APR16,2016-04-14,68400,79200,10800,,A - COO,HA 316,,COR - HE,HA 401,,HO - SO,HA 403,,SP - Z,HA 410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLA232H1F20159DEC15,CLA232H1F20159,CLA232H1F,UTSG,DEC15,2015-12-11,68400,75600,7200,,A - L,TC 239,,M - Z,WY 119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLA233H1F20165FJUNE16,CLA233H1F20165F,CLA233H1F,UTSG,JUNE16,2016-06-22,68400,79200,10800,,,EX 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLA233H1S20161APR16,CLA233H1S20161,CLA233H1S,UTSG,APR16,2016-04-29,32400,43200,10800,,,BR 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLA233H5F20169DEC16,CLA233H5F20169,CLA233H5F,UTM,DEC16,2016-12-14,32400,43200,10800,,,Gym C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLA260H1S20161APR16,CLA260H1S20161,CLA260H1S,UTSG,APR16,2016-04-27,50400,57600,7200,,,EX 320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLA303H1S20161APR16,CLA303H1S20161,CLA303H1S,UTSG,APR16,2016-04-21,68400,79200,10800,,,ST VLAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLA308H1S20161APR16,CLA308H1S20161,CLA308H1S,UTSG,APR16,2016-04-18,32400,43200,10800,,,BA 2165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLA336H1F20159DEC15,CLA336H1F20159,CLA336H1F,UTSG,DEC15,2015-12-17,50400,57600,7200,,,UC 273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLA362H1F20159DEC15,CLA362H1F20159,CLA362H1F,UTSG,DEC15,2015-12-15,68400,79200,10800,,,BN 2S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLA366H1S20161APR16,CLA366H1S20161,CLA366H1S,UTSG,APR16,2016-04-26,50400,61200,10800,,,DEPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLA369H1S20161APR16,CLA369H1S20161,CLA369H1S,UTSG,APR16,2016-04-29,50400,61200,10800,,,SS 2127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLA372H1F20159DEC15,CLA372H1F20159,CLA372H1F,UTSG,DEC15,2015-12-22,32400,39600,7200,,,WY 119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLA378H1F20159DEC15,CLA378H1F20159,CLA378H1F,UTSG,DEC15,2015-12-21,32400,43200,10800,,,BA 2185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLA383H1F20165FJUNE16,CLA383H1F20165F,CLA383H1F,UTSG,JUNE16,2016-06-23,68400,79200,10800,,,EX 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLA386H1S20161APR16,CLA386H1S20161,CLA386H1S,UTSG,APR16,2016-04-14,32400,43200,10800,,,EM 119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLA387H1S20165SAUG16,CLA387H1S20165S,CLA387H1S,UTSG,AUG16,2016-08-15,68400,79200,10800,,,EX 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLA388H1S20161APR16,CLA388H1S20161,CLA388H1S,UTSG,APR16,2016-04-27,68400,79200,10800,,,EM 119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLA389H1F20159DEC15,CLA389H1F20159,CLA389H1F,UTSG,DEC15,2015-12-11,68400,79200,10800,,,ST VLAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLA392H1F20159DEC15,CLA392H1F20159,CLA392H1F,UTSG,DEC15,2015-12-14,50400,61200,10800,,,DEPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLA402H1F20159DEC15,CLA402H1F20159,CLA402H1F,UTSG,DEC15,2015-12-17,32400,39600,7200,,,DEPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLAA05H3F20165FJUNE16,CLAA05H3F20165F,CLAA05H3F,UTSC,JUNE16,2016-06-15,50400,57600,7200,,,"SW128, SW143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CME185H1S20161APR16,CME185H1S20161,CME185H1S,UTSG,APR16,2016-04-12,34200,43200,9000,,A - SI,EX 300,,SO - Z,EX 310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CME263H1S20161APR16,CME263H1S20161,CME263H1S,UTSG,APR16,2016-04-14,50400,59400,9000,,A - KI,HA 401,,KO - Z,HA 403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CME362H1S20161APR16,CME362H1S20161,CME362H1S,UTSG,APR16,2016-04-18,34200,43200,9000,,A - C,BA 3008,,D - I,BA 3012,,J - LIA,BA 3116,,LIN - P,GB 303,,Q - YO,GB 404,,YU - Z,HA 316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COG250Y1Y20159APR16,COG250Y1Y20159,COG250Y1Y,UTSG,APR16,2016-04-20,32400,43200,10800,,A - LA,HI CART,,LE - Z,TC 239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COG250Y1Y20165AUG16,COG250Y1Y20165,COG250Y1Y,UTSG,AUG16,2016-08-10,50400,61200,10800,,,SF 3202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COG341H1F20159DEC15,COG341H1F20159,COG341H1F,UTSG,DEC15,2015-12-12,50400,61200,10800,,,GB 304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COG342H1S20161APR16,COG342H1S20161,COG342H1S,UTSG,APR16,2016-04-14,68400,79200,10800,,,EM 119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COG401H1S20161APR16,COG401H1S20161,COG401H1S,UTSG,APR16,2016-04-28,50400,61200,10800,,,EX 310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COG402H1F20159DEC15,COG402H1F20159,COG402H1F,UTSG,DEC15,2015-12-17,50400,61200,10800,,,WI 1017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRI205H1F20159DEC15,CRI205H1F20159,CRI205H1F,UTSG,DEC15,2015-12-11,68400,79200,10800,,A - F,GB 404,,G - O,GB 405,,P - Z,GB 412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRI205H1F20165FJUNE16,CRI205H1F20165F,CRI205H1F,UTSG,JUNE16,2016-06-20,68400,75600,7200,,,EX 320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRI210H1S20161APR16,CRI210H1S20161,CRI210H1S,UTSG,APR16,2016-04-25,68400,79200,10800,,,BN 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRI215H1F20165FJUNE16,CRI215H1F20165F,CRI215H1F,UTSG,JUNE16,2016-06-22,68400,75600,7200,,,BA 2139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRI225H1F20159DEC15,CRI225H1F20159,CRI225H1F,UTSG,DEC15,2015-12-14,68400,79200,10800,,,BN 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRI335H1S20161APR16,CRI335H1S20161,CRI335H1S,UTSG,APR16,2016-04-18,32400,39600,7200,,A - L,BA 1160,,M - Z,BA 2145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRI380H1F20159DEC15,CRI380H1F20159,CRI380H1F,UTSG,DEC15,2015-12-22,32400,43200,10800,,,BN 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRI393H1F20159DEC15,CRI393H1F20159,CRI393H1F,UTSG,DEC15,2015-12-17,50400,57600,7200,,,WY 119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRI394H1F20165FJUNE16,CRI394H1F20165F,CRI394H1F,UTSG,JUNE16,2016-06-21,68400,75600,7200,,,BA 3012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRI427H1S20161APR16,CRI427H1S20161,CRI427H1S,UTSG,APR16,2016-04-13,68400,79200,10800,,,GB 405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRI490H1F20165FJUNE16,CRI490H1F20165F,CRI490H1F,UTSG,JUNE16,2016-06-23,68400,75600,7200,,,EX 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSB201H1F20159DEC15,CSB201H1F20159,CSB201H1F,UTSG,DEC15,2015-12-18,32400,43200,10800,,A - L,SS 2117,,M - Z,SS 2118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSB202H1S20161APR16,CSB202H1S20161,CSB202H1S,UTSG,APR16,2016-04-28,32400,43200,10800,,,BN 2S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSB325H1F20159DEC15,CSB325H1F20159,CSB325H1F,UTSG,DEC15,2015-12-21,68400,75600,7200,,A - CH,NR 25,,CO - Z,ST VLAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
